trees,splits1,splits5,splits10,splits20,splits50,splits100
1,0.414110429447838,0.389570552147225,0.400306748466243,0.397239263803667,0.392638036809802,0.407208588957041
2,0.377300613496919,0.355828220858883,0.361963190184036,0.351993865030662,0.368098159509189,0.374999999999987
3,0.344325153374221,0.326687116564406,0.333588957055203,0.322085889570541,0.340490797546,0.358128834355816
4,0.337423312883424,0.30904907975459,0.314417177914099,0.30521472392637,0.319785276073608,0.339723926380356
5,0.331288343558271,0.299846625766861,0.305981595092014,0.299079754601217,0.30904907975459,0.332822085889559
6,0.325153374233117,0.301380368098149,0.302914110429437,0.291411042944775,0.292944785276063,0.322852760736185
7,0.311349693251523,0.298312883435572,0.294478527607352,0.282208588957045,0.289110429447843,0.316717791411032
8,0.306748466257658,0.289110429447843,0.295245398772996,0.277607361963181,0.288343558282199,0.312116564417167
9,0.297546012269928,0.282208588957045,0.291411042944775,0.276840490797536,0.289110429447843,0.310582822085879
10,0.294478527607352,0.280674846625757,0.289110429447843,0.275306748466248,0.281441717791401,0.302147239263793
11,0.29601226993864,0.276840490797536,0.292944785276063,0.275306748466248,0.274539877300604,0.292177914110419
12,0.292944785276063,0.276840490797536,0.290644171779131,0.272239263803672,0.276073619631892,0.296779141104284
13,0.289110429447843,0.27377300613496,0.290644171779131,0.270705521472383,0.274539877300604,0.302914110429437
14,0.291411042944775,0.275306748466248,0.285276073619622,0.266871165644163,0.282208588957045,0.296779141104284
15,0.288343558282199,0.276073619631892,0.280674846625757,0.26457055214723,0.279907975460113,0.295245398772996
16,0.28680981595091,0.276073619631892,0.282208588957045,0.268404907975451,0.280674846625757,0.294478527607352
17,0.284509202453978,0.276840490797536,0.284509202453978,0.271472392638027,0.27377300613496,0.295245398772996
18,0.283742331288334,0.277607361963181,0.284509202453978,0.276073619631892,0.272239263803672,0.293711656441708
19,0.284509202453978,0.273006134969316,0.28297546012269,0.27377300613496,0.270705521472383,0.294478527607352
20,0.285276073619622,0.27377300613496,0.279907975460113,0.271472392638027,0.266871165644163,0.289110429447843
21,0.284509202453978,0.276073619631892,0.282208588957045,0.272239263803672,0.266871165644163,0.286042944785266
22,0.28297546012269,0.276073619631892,0.279141104294469,0.276073619631892,0.268404907975451,0.286042944785266
23,0.282208588957045,0.274539877300604,0.276840490797536,0.270705521472383,0.268404907975451,0.287576687116554
24,0.283742331288334,0.273006134969316,0.27377300613496,0.271472392638027,0.270705521472383,0.287576687116554
25,0.28297546012269,0.27377300613496,0.27377300613496,0.269938650306739,0.269938650306739,0.285276073619622
26,0.28297546012269,0.271472392638027,0.273006134969316,0.273006134969316,0.271472392638027,0.281441717791401
27,0.28297546012269,0.272239263803672,0.276840490797536,0.27377300613496,0.271472392638027,0.279141104294469
28,0.282208588957045,0.273006134969316,0.277607361963181,0.273006134969316,0.269938650306739,0.280674846625757
29,0.282208588957045,0.269938650306739,0.279907975460113,0.27377300613496,0.267638036809807,0.281441717791401
30,0.280674846625757,0.272239263803672,0.278374233128825,0.273006134969316,0.266871165644163,0.280674846625757
31,0.282208588957045,0.273006134969316,0.278374233128825,0.272239263803672,0.26457055214723,0.277607361963181
32,0.28297546012269,0.270705521472383,0.276840490797536,0.272239263803672,0.266104294478518,0.279141104294469
33,0.282208588957045,0.271472392638027,0.27377300613496,0.272239263803672,0.270705521472383,0.279907975460113
34,0.279907975460113,0.271472392638027,0.27377300613496,0.269938650306739,0.270705521472383,0.279141104294469
35,0.278374233128825,0.269938650306739,0.276073619631892,0.273006134969316,0.268404907975451,0.280674846625757
36,0.279141104294469,0.272239263803672,0.274539877300604,0.27377300613496,0.267638036809807,0.279141104294469
37,0.279141104294469,0.272239263803672,0.276840490797536,0.273006134969316,0.266104294478518,0.278374233128825
38,0.278374233128825,0.270705521472383,0.274539877300604,0.27377300613496,0.268404907975451,0.279907975460113
39,0.279907975460113,0.270705521472383,0.272239263803672,0.27377300613496,0.269171779141095,0.279141104294469
40,0.279907975460113,0.270705521472383,0.273006134969316,0.273006134969316,0.269171779141095,0.279141104294469
41,0.279141104294469,0.270705521472383,0.27377300613496,0.274539877300604,0.267638036809807,0.276073619631892
42,0.279141104294469,0.273006134969316,0.275306748466248,0.272239263803672,0.267638036809807,0.276073619631892
43,0.280674846625757,0.273006134969316,0.275306748466248,0.27377300613496,0.265337423312874,0.276073619631892
44,0.281441717791401,0.272239263803672,0.274539877300604,0.275306748466248,0.266871165644163,0.273006134969316
45,0.281441717791401,0.270705521472383,0.271472392638027,0.277607361963181,0.265337423312874,0.271472392638027
46,0.282208588957045,0.269171779141095,0.270705521472383,0.277607361963181,0.268404907975451,0.272239263803672
47,0.28297546012269,0.268404907975451,0.271472392638027,0.273006134969316,0.266871165644163,0.274539877300604
48,0.282208588957045,0.266871165644163,0.269171779141095,0.271472392638027,0.267638036809807,0.272239263803672
49,0.280674846625757,0.266104294478518,0.269938650306739,0.270705521472383,0.266871165644163,0.269938650306739
50,0.281441717791401,0.266871165644163,0.27377300613496,0.271472392638027,0.265337423312874,0.268404907975451
51,0.280674846625757,0.265337423312874,0.276073619631892,0.270705521472383,0.265337423312874,0.270705521472383
52,0.281441717791401,0.266104294478518,0.277607361963181,0.271472392638027,0.263803680981586,0.270705521472383
53,0.280674846625757,0.265337423312874,0.276073619631892,0.273006134969316,0.265337423312874,0.269938650306739
54,0.280674846625757,0.265337423312874,0.274539877300604,0.271472392638027,0.26457055214723,0.269171779141095
55,0.281441717791401,0.265337423312874,0.273006134969316,0.269171779141095,0.265337423312874,0.267638036809807
56,0.28297546012269,0.265337423312874,0.273006134969316,0.269938650306739,0.26457055214723,0.269938650306739
57,0.282208588957045,0.268404907975451,0.273006134969316,0.270705521472383,0.265337423312874,0.268404907975451
58,0.281441717791401,0.267638036809807,0.274539877300604,0.268404907975451,0.265337423312874,0.269171779141095
59,0.28297546012269,0.268404907975451,0.272239263803672,0.268404907975451,0.263803680981586,0.266871165644163
60,0.282208588957045,0.267638036809807,0.270705521472383,0.269171779141095,0.263803680981586,0.268404907975451
61,0.28297546012269,0.266871165644163,0.270705521472383,0.271472392638027,0.263036809815942,0.266871165644163
62,0.283742331288334,0.267638036809807,0.268404907975451,0.271472392638027,0.263036809815942,0.267638036809807
63,0.282208588957045,0.266871165644163,0.268404907975451,0.270705521472383,0.265337423312874,0.266104294478518
64,0.281441717791401,0.266871165644163,0.268404907975451,0.273006134969316,0.265337423312874,0.263803680981586
65,0.279907975460113,0.268404907975451,0.268404907975451,0.271472392638027,0.266104294478518,0.263803680981586
66,0.279907975460113,0.266871165644163,0.267638036809807,0.270705521472383,0.266871165644163,0.262269938650298
67,0.280674846625757,0.268404907975451,0.270705521472383,0.271472392638027,0.266104294478518,0.263803680981586
68,0.279907975460113,0.267638036809807,0.270705521472383,0.271472392638027,0.265337423312874,0.26457055214723
69,0.279907975460113,0.267638036809807,0.269171779141095,0.270705521472383,0.26457055214723,0.263036809815942
70,0.279907975460113,0.267638036809807,0.269938650306739,0.270705521472383,0.263803680981586,0.263803680981586
71,0.278374233128825,0.266871165644163,0.269171779141095,0.269171779141095,0.263803680981586,0.263803680981586
72,0.279141104294469,0.267638036809807,0.268404907975451,0.269171779141095,0.263036809815942,0.262269938650298
73,0.279141104294469,0.266871165644163,0.268404907975451,0.269171779141095,0.261503067484654,0.263036809815942
74,0.279907975460113,0.266104294478518,0.269938650306739,0.268404907975451,0.261503067484654,0.26457055214723
75,0.279141104294469,0.265337423312874,0.270705521472383,0.269938650306739,0.261503067484654,0.26457055214723
76,0.279141104294469,0.26457055214723,0.270705521472383,0.270705521472383,0.260736196319009,0.263036809815942
77,0.279907975460113,0.265337423312874,0.269938650306739,0.269938650306739,0.260736196319009,0.265337423312874
78,0.281441717791401,0.265337423312874,0.270705521472383,0.269938650306739,0.262269938650298,0.269171779141095
79,0.282208588957045,0.265337423312874,0.271472392638027,0.270705521472383,0.26457055214723,0.269938650306739
80,0.280674846625757,0.266104294478518,0.272239263803672,0.270705521472383,0.265337423312874,0.269171779141095
81,0.281441717791401,0.266871165644163,0.271472392638027,0.27377300613496,0.266104294478518,0.269171779141095
82,0.279907975460113,0.267638036809807,0.271472392638027,0.274539877300604,0.26457055214723,0.271472392638027
83,0.279907975460113,0.267638036809807,0.269171779141095,0.275306748466248,0.263036809815942,0.270705521472383
84,0.279907975460113,0.266104294478518,0.268404907975451,0.275306748466248,0.263036809815942,0.269938650306739
85,0.280674846625757,0.266871165644163,0.268404907975451,0.275306748466248,0.26457055214723,0.271472392638027
86,0.280674846625757,0.265337423312874,0.267638036809807,0.276073619631892,0.266104294478518,0.269171779141095
87,0.281441717791401,0.266104294478518,0.267638036809807,0.276073619631892,0.265337423312874,0.268404907975451
88,0.280674846625757,0.266871165644163,0.265337423312874,0.27377300613496,0.263803680981586,0.267638036809807
89,0.280674846625757,0.266871165644163,0.266871165644163,0.271472392638027,0.263803680981586,0.267638036809807
90,0.279907975460113,0.266871165644163,0.266871165644163,0.273006134969316,0.26457055214723,0.269171779141095
91,0.279141104294469,0.266104294478518,0.267638036809807,0.272239263803672,0.263803680981586,0.267638036809807
92,0.278374233128825,0.266104294478518,0.267638036809807,0.272239263803672,0.263036809815942,0.272239263803672
93,0.277607361963181,0.266871165644163,0.269171779141095,0.272239263803672,0.263036809815942,0.273006134969316
94,0.277607361963181,0.267638036809807,0.268404907975451,0.272239263803672,0.263036809815942,0.273006134969316
95,0.278374233128825,0.267638036809807,0.269171779141095,0.272239263803672,0.263036809815942,0.271472392638027
96,0.278374233128825,0.267638036809807,0.269938650306739,0.273006134969316,0.262269938650298,0.270705521472383
97,0.278374233128825,0.268404907975451,0.269171779141095,0.272239263803672,0.262269938650298,0.269171779141095
98,0.278374233128825,0.268404907975451,0.269938650306739,0.271472392638027,0.263036809815942,0.266871165644163
99,0.278374233128825,0.268404907975451,0.270705521472383,0.269938650306739,0.263036809815942,0.267638036809807
100,0.279141104294469,0.268404907975451,0.269938650306739,0.269938650306739,0.263036809815942,0.267638036809807
101,0.279141104294469,0.267638036809807,0.269171779141095,0.269938650306739,0.261503067484654,0.270705521472383
102,0.279141104294469,0.268404907975451,0.269171779141095,0.269938650306739,0.259969325153365,0.273006134969316
103,0.278374233128825,0.267638036809807,0.269171779141095,0.268404907975451,0.259202453987721,0.270705521472383
104,0.279907975460113,0.267638036809807,0.269171779141095,0.269171779141095,0.259202453987721,0.271472392638027
105,0.280674846625757,0.267638036809807,0.269171779141095,0.269171779141095,0.259202453987721,0.270705521472383
106,0.280674846625757,0.268404907975451,0.269171779141095,0.269171779141095,0.259969325153365,0.269171779141095
107,0.280674846625757,0.267638036809807,0.267638036809807,0.269171779141095,0.260736196319009,0.269171779141095
108,0.279907975460113,0.268404907975451,0.266871165644163,0.269171779141095,0.263803680981586,0.269171779141095
109,0.279141104294469,0.267638036809807,0.267638036809807,0.269171779141095,0.263803680981586,0.268404907975451
110,0.278374233128825,0.267638036809807,0.268404907975451,0.269171779141095,0.265337423312874,0.269938650306739
111,0.279141104294469,0.267638036809807,0.266871165644163,0.269938650306739,0.265337423312874,0.271472392638027
112,0.279141104294469,0.265337423312874,0.268404907975451,0.269171779141095,0.266104294478518,0.272239263803672
113,0.279141104294469,0.266871165644163,0.268404907975451,0.268404907975451,0.266104294478518,0.269938650306739
114,0.279141104294469,0.267638036809807,0.267638036809807,0.266104294478518,0.266104294478518,0.269938650306739
115,0.278374233128825,0.268404907975451,0.266104294478518,0.266104294478518,0.265337423312874,0.270705521472383
116,0.277607361963181,0.267638036809807,0.266104294478518,0.266104294478518,0.266871165644163,0.269171779141095
117,0.279141104294469,0.268404907975451,0.266104294478518,0.265337423312874,0.267638036809807,0.269938650306739
118,0.279907975460113,0.268404907975451,0.268404907975451,0.266104294478518,0.269171779141095,0.268404907975451
119,0.28297546012269,0.268404907975451,0.269171779141095,0.265337423312874,0.269938650306739,0.269171779141095
120,0.28297546012269,0.268404907975451,0.269938650306739,0.266871165644163,0.270705521472383,0.269171779141095
121,0.282208588957045,0.267638036809807,0.269171779141095,0.265337423312874,0.269171779141095,0.269938650306739
122,0.282208588957045,0.266871165644163,0.268404907975451,0.265337423312874,0.266871165644163,0.269938650306739
123,0.282208588957045,0.267638036809807,0.268404907975451,0.267638036809807,0.267638036809807,0.269171779141095
124,0.282208588957045,0.267638036809807,0.269171779141095,0.267638036809807,0.267638036809807,0.270705521472383
125,0.282208588957045,0.267638036809807,0.269171779141095,0.266871165644163,0.268404907975451,0.269171779141095
126,0.281441717791401,0.268404907975451,0.268404907975451,0.266871165644163,0.268404907975451,0.269171779141095
127,0.28297546012269,0.268404907975451,0.268404907975451,0.269171779141095,0.268404907975451,0.269938650306739
128,0.28297546012269,0.268404907975451,0.268404907975451,0.269938650306739,0.268404907975451,0.269938650306739
129,0.281441717791401,0.268404907975451,0.267638036809807,0.268404907975451,0.269171779141095,0.270705521472383
130,0.282208588957045,0.267638036809807,0.268404907975451,0.269171779141095,0.266871165644163,0.270705521472383
131,0.28297546012269,0.267638036809807,0.267638036809807,0.269171779141095,0.267638036809807,0.271472392638027
132,0.283742331288334,0.266871165644163,0.268404907975451,0.268404907975451,0.268404907975451,0.270705521472383
133,0.28297546012269,0.266871165644163,0.269938650306739,0.268404907975451,0.267638036809807,0.272239263803672
134,0.281441717791401,0.266871165644163,0.269938650306739,0.267638036809807,0.268404907975451,0.272239263803672
135,0.282208588957045,0.266871165644163,0.269938650306739,0.267638036809807,0.268404907975451,0.270705521472383
136,0.282208588957045,0.266871165644163,0.269938650306739,0.267638036809807,0.269171779141095,0.270705521472383
137,0.282208588957045,0.266104294478518,0.269938650306739,0.267638036809807,0.268404907975451,0.269938650306739
138,0.282208588957045,0.266104294478518,0.269938650306739,0.268404907975451,0.268404907975451,0.270705521472383
139,0.28297546012269,0.266871165644163,0.269171779141095,0.269171779141095,0.268404907975451,0.269938650306739
140,0.282208588957045,0.266871165644163,0.269171779141095,0.269938650306739,0.268404907975451,0.271472392638027
141,0.28297546012269,0.266871165644163,0.269171779141095,0.269171779141095,0.266871165644163,0.271472392638027
142,0.284509202453978,0.266871165644163,0.268404907975451,0.269171779141095,0.266104294478518,0.271472392638027
143,0.28297546012269,0.266871165644163,0.268404907975451,0.269171779141095,0.26457055214723,0.270705521472383
144,0.284509202453978,0.266871165644163,0.268404907975451,0.268404907975451,0.26457055214723,0.271472392638027
145,0.284509202453978,0.266871165644163,0.269171779141095,0.269171779141095,0.265337423312874,0.269938650306739
146,0.285276073619622,0.266871165644163,0.268404907975451,0.269171779141095,0.265337423312874,0.270705521472383
147,0.284509202453978,0.266871165644163,0.267638036809807,0.268404907975451,0.265337423312874,0.270705521472383
148,0.285276073619622,0.266871165644163,0.269171779141095,0.269171779141095,0.266104294478518,0.270705521472383
149,0.285276073619622,0.266871165644163,0.269938650306739,0.269171779141095,0.265337423312874,0.272239263803672
150,0.285276073619622,0.267638036809807,0.269938650306739,0.268404907975451,0.265337423312874,0.272239263803672
