cur_date,sens_pix,spec_pix,ud_pix,sens_sph,spec_sph,ud_sph
20100807,0.814168831398328,0.981713727290226,0.186728709612312,0.680993988767155,0.98328922451745,0.319443399086471
20100727,0.806376146788991,0.98169758812616,0.194486952808352,0.69045079850195,0.990058870090723,0.30970878936826
20100730,0.81,0.973715071003207,0.191809534414654,0.678314393525696,0.988687880442396,0.321884441161151
20100731,0.749254259009656,0.980779927363831,0.251481287210274,0.607072919751863,0.992405914923634,0.393000458677179
20100719,0.774023478688755,0.972668030648014,0.22762342746868,0.671211047032357,0.981583384359322,0.329304338454894
20100715,0.77791957777249,0.986359517112819,0.222498936424749,0.635390027152015,0.990391837346716,0.364736547510364
20100721,0.70114761829901,0.948713772541781,0.303221079701347,0.596127440392708,0.978443513390938,0.404447433566677
20110123,0.819593055228219,0.98316074761576,0.181191131523451,0.747111192262182,0.984873232357214,0.253340814276685
20110211,0.867323649239564,0.951403312939492,0.141296327073152,0.796361958599639,0.957361422911924,0.20805407989624
20110120,0.705020212920163,0.975333695227562,0.296009292720335,0.615565962017271,0.978582036907514,0.385030204922598
20110209,0.83355957182749,0.961243931571241,0.170893092225236,0.805582399206813,0.962611853284142,0.19797999144617
20110210,0.837667046514037,0.948879986725769,0.170191784597945,0.800347797929148,0.953055491840058,0.2050970224994
20110122,0.841317832481567,0.95974684274818,0.163708115122885,0.781429772535912,0.977710410268713,0.219703823690195
20110129,0.740209911381752,0.983624464127385,0.260305682456977,0.703523701564381,0.987798767044972,0.296727257965475
20110207,0.803688547564325,0.966448369578429,0.199157973130251,0.695285383904533,0.980280246665424,0.305352036072767
