cur_date,sens_pix,spec_pix,ud_pix,sens_sph,spec_sph,ud_sph
20100807,0.913728816554454,0.958077300837566,0.0959178283644861,0.831161802605676,0.973115524568458,0.170965235994321
20100727,0.936743119266055,0.959123376623377,0.0753148809921575,0.886984467109096,0.977347181284793,0.115263441170039
20100730,0.9259902200489,0.949624370132845,0.089527379124617,0.860324202013571,0.974731551511592,0.141943027416486
20100731,0.898137304726341,0.960755902273035,0.109160926593804,0.813278942534847,0.982927799768203,0.187499902191067
20100719,0.900063265927783,0.945082046710973,0.114032155160186,0.854659390163103,0.967152115251895,0.149006296511879
20100715,0.912374813436871,0.96869966990501,0.0930477510973718,0.827198736247724,0.982606382168624,0.173674450324875
20100721,0.883666090237384,0.924658649800483,0.138599774929625,0.785957029653191,0.968083096246992,0.216409523589106
20110123,0.942006441982874,0.944844161489095,0.0800338634162241,0.895890563212812,0.953529443601216,0.114010032190847
20110211,0.947526716580278,0.935140048700305,0.0834281652407946,0.910554341931227,0.944724779158689,0.10514692475965
20110120,0.892170915943243,0.948338753291293,0.119565863773977,0.846404284188416,0.955381389307518,0.159945191662019
20110209,0.945819112627986,0.922964668259228,0.0941807352531803,0.936591322231779,0.927193180713156,0.0965478811314944
20110210,0.922946234331296,0.931101998245905,0.103364488338282,0.889614587463589,0.940140642185476,0.125571023802471
20110122,0.948386845082511,0.921369280637125,0.0940569390744772,0.914477918601938,0.956860035794173,0.0957866531325572
20110129,0.84754195752265,0.959232548148554,0.157814574252461,0.808990110258669,0.967425189580271,0.19376763468876
20110207,0.958891567165574,0.936027770890156,0.0760417605489569,0.936298417972618,0.959619477432628,0.0754220004746978
