trees,splits1,splits5,splits10,splits20,splits50,splits100
1,0.396094839609492,0.414225941422602,0.386331938633201,0.369595536959561,0.405857740585782,0.389121338912142
2,0.396094839609492,0.411436541143662,0.362622036262211,0.361227336122741,0.386331938633201,0.387726638772672
3,0.397489539748962,0.376569037656911,0.354253835425391,0.32357043235705,0.368200836820091,0.368200836820091
4,0.377963737796381,0.389121338912142,0.34728033472804,0.32357043235705,0.355648535564861,0.368200836820091
5,0.389121338912142,0.389121338912142,0.34030683403069,0.3305439330544,0.35146443514645,0.35146443514645
6,0.394700139470022,0.369595536959561,0.34030683403069,0.316596931659699,0.34309623430963,0.33333333333334
7,0.397489539748962,0.34728033472804,0.3305439330544,0.317991631799169,0.317991631799169,0.33333333333334
8,0.394700139470022,0.34588563458857,0.32496513249652,0.309623430962349,0.316596931659699,0.32496513249652
9,0.382147838214791,0.32078103207811,0.32078103207811,0.309623430962349,0.32217573221758,0.32357043235705
10,0.386331938633201,0.32496513249652,0.317991631799169,0.311018131101819,0.302649930264999,0.315202231520229
11,0.377963737796381,0.32496513249652,0.32357043235705,0.305439330543939,0.304044630404469,0.305439330543939
12,0.370990237099031,0.32078103207811,0.319386331938639,0.306834030683409,0.290097629009769,0.305439330543939
13,0.370990237099031,0.319386331938639,0.304044630404469,0.306834030683409,0.285913528591358,0.308228730822879
14,0.375174337517441,0.312412831241289,0.290097629009769,0.304044630404469,0.294281729428179,0.317991631799169
15,0.376569037656911,0.305439330543939,0.294281729428179,0.291492329149239,0.291492329149239,0.312412831241289
16,0.361227336122741,0.306834030683409,0.297071129707119,0.292887029288709,0.290097629009769,0.302649930264999
17,0.366806136680621,0.306834030683409,0.295676429567649,0.292887029288709,0.291492329149239,0.299860529986059
18,0.364016736401681,0.302649930264999,0.292887029288709,0.292887029288709,0.280334728033478,0.301255230125529
19,0.364016736401681,0.299860529986059,0.295676429567649,0.283124128312418,0.276150627615068,0.287308228730829
20,0.358437935843801,0.301255230125529,0.301255230125529,0.284518828451888,0.273361227336128,0.284518828451888
21,0.35146443514645,0.291492329149239,0.306834030683409,0.287308228730829,0.273361227336128,0.285913528591358
22,0.35006973500698,0.294281729428179,0.308228730822879,0.287308228730829,0.277545327754538,0.276150627615068
23,0.34867503486751,0.283124128312418,0.308228730822879,0.294281729428179,0.276150627615068,0.270571827057188
24,0.35006973500698,0.281729428172948,0.308228730822879,0.287308228730829,0.278940027894008,0.280334728033478
25,0.35006973500698,0.288702928870299,0.306834030683409,0.290097629009769,0.271966527196658,0.284518828451888
26,0.34867503486751,0.287308228730829,0.305439330543939,0.290097629009769,0.274755927475598,0.274755927475598
27,0.34728033472804,0.292887029288709,0.306834030683409,0.287308228730829,0.273361227336128,0.270571827057188
28,0.34588563458857,0.294281729428179,0.292887029288709,0.285913528591358,0.274755927475598,0.276150627615068
29,0.3444909344491,0.291492329149239,0.291492329149239,0.285913528591358,0.271966527196658,0.278940027894008
30,0.3444909344491,0.290097629009769,0.288702928870299,0.283124128312418,0.267782426778248,0.274755927475598
31,0.34728033472804,0.290097629009769,0.290097629009769,0.283124128312418,0.264993026499308,0.274755927475598
32,0.35006973500698,0.290097629009769,0.287308228730829,0.276150627615068,0.267782426778248,0.270571827057188
33,0.35146443514645,0.288702928870299,0.285913528591358,0.269177126917718,0.260808926080898,0.267782426778248
34,0.34309623430963,0.288702928870299,0.284518828451888,0.263598326359838,0.259414225941428,0.271966527196658
35,0.34170153417016,0.290097629009769,0.280334728033478,0.260808926080898,0.258019525801958,0.269177126917718
36,0.34030683403069,0.290097629009769,0.288702928870299,0.267782426778248,0.260808926080898,0.269177126917718
37,0.34170153417016,0.294281729428179,0.284518828451888,0.270571827057188,0.260808926080898,0.269177126917718
38,0.33751743375175,0.295676429567649,0.284518828451888,0.264993026499308,0.263598326359838,0.271966527196658
39,0.33472803347281,0.298465829846589,0.283124128312418,0.264993026499308,0.263598326359838,0.269177126917718
40,0.33472803347281,0.298465829846589,0.277545327754538,0.271966527196658,0.264993026499308,0.267782426778248
41,0.33891213389122,0.294281729428179,0.278940027894008,0.273361227336128,0.262203626220368,0.273361227336128
42,0.33751743375175,0.297071129707119,0.277545327754538,0.273361227336128,0.263598326359838,0.274755927475598
43,0.34030683403069,0.299860529986059,0.277545327754538,0.278940027894008,0.263598326359838,0.277545327754538
44,0.34309623430963,0.298465829846589,0.280334728033478,0.278940027894008,0.264993026499308,0.283124128312418
45,0.34728033472804,0.297071129707119,0.281729428172948,0.281729428172948,0.269177126917718,0.277545327754538
46,0.34867503486751,0.297071129707119,0.283124128312418,0.278940027894008,0.273361227336128,0.273361227336128
47,0.34867503486751,0.294281729428179,0.280334728033478,0.284518828451888,0.266387726638778,0.274755927475598
48,0.34728033472804,0.294281729428179,0.280334728033478,0.287308228730829,0.267782426778248,0.271966527196658
49,0.34588563458857,0.288702928870299,0.280334728033478,0.283124128312418,0.260808926080898,0.264993026499308
50,0.34588563458857,0.288702928870299,0.284518828451888,0.280334728033478,0.260808926080898,0.269177126917718
51,0.34588563458857,0.287308228730829,0.285913528591358,0.283124128312418,0.259414225941428,0.269177126917718
52,0.35006973500698,0.290097629009769,0.285913528591358,0.284518828451888,0.259414225941428,0.266387726638778
53,0.35146443514645,0.292887029288709,0.283124128312418,0.280334728033478,0.258019525801958,0.263598326359838
54,0.35285913528592,0.292887029288709,0.278940027894008,0.280334728033478,0.258019525801958,0.266387726638778
