cur_date,sens_pix,spec_pix,ud_pix,sens_sph,spec_sph,ud_sph
20100807,0.922281715527753,0.956275819180597,0.0891736268727305,0.841718315566829,0.967614271692071,0.16156090809672
20100727,0.949426605504587,0.95584879406308,0.0671341732389176,0.901861479766819,0.974720727298615,0.10134204843928
20100730,0.936308068459658,0.947979844251031,0.0822359942329797,0.875493990359766,0.970771138859837,0.127890862691925
20100731,0.91104138586296,0.959788354842178,0.0976248505017104,0.828716891249746,0.981538207828717,0.172275190069049
20100719,0.920003749092017,0.933272677729387,0.104172624507302,0.867781625416767,0.960232270720601,0.13806944220019
20100715,0.928056931496182,0.968450807394503,0.0785567098331119,0.844639326711061,0.980548306354073,0.156573647816251
20100721,0.90931719331342,0.903155170697721,0.132673631107101,0.806391549238173,0.96108303181928,0.197481043694766
20110123,0.952753554874696,0.946235074531462,0.0715743933793076,0.920133456181679,0.952582009371351,0.092882348466985
20110211,0.96346067703334,0.913441566699165,0.0939546938601633,0.923657680368419,0.933053247493962,0.10153825603109
20110120,0.924463270466588,0.933849455383008,0.100407629499598,0.878269405977137,0.946502916778268,0.132967196835881
20110209,0.961778622401489,0.90413327425445,0.103205149148191,0.944659511667461,0.916394717809774,0.100261721803445
20110210,0.935729824924894,0.916230118282883,0.105584319323868,0.895011863800885,0.930664848544527,0.125816819105863
20110122,0.953419420278547,0.913674531341676,0.0980909626125972,0.91891378154396,0.950986759048477,0.0947484702360557
20110129,0.885736917669191,0.947354228937578,0.125807905930009,0.833533968651272,0.960416888995626,0.171107458252936
20110207,0.965188631649756,0.921121337203366,0.0862187613631825,0.944356413146914,0.951391577144103,0.0738849614631739
