splits1,splits5,splits10,splits20,splits50,splits100
0.396094839609492,0.414225941422602,0.386331938633201,0.369595536959561,0.405857740585782,0.389121338912142
0.396094839609492,0.411436541143662,0.362622036262211,0.361227336122741,0.386331938633201,0.387726638772672
0.397489539748962,0.376569037656911,0.354253835425391,0.32357043235705,0.368200836820091,0.368200836820091
0.377963737796381,0.389121338912142,0.34728033472804,0.32357043235705,0.355648535564861,0.368200836820091
0.389121338912142,0.389121338912142,0.34030683403069,0.3305439330544,0.35146443514645,0.35146443514645
0.394700139470022,0.369595536959561,0.34030683403069,0.316596931659699,0.34309623430963,0.33333333333334
0.397489539748962,0.34728033472804,0.3305439330544,0.317991631799169,0.317991631799169,0.33333333333334
0.394700139470022,0.34588563458857,0.32496513249652,0.309623430962349,0.316596931659699,0.32496513249652
0.382147838214791,0.32078103207811,0.32078103207811,0.309623430962349,0.32217573221758,0.32357043235705
0.386331938633201,0.32496513249652,0.317991631799169,0.311018131101819,0.302649930264999,0.315202231520229
0.377963737796381,0.32496513249652,0.32357043235705,0.305439330543939,0.304044630404469,0.305439330543939
0.370990237099031,0.32078103207811,0.319386331938639,0.306834030683409,0.290097629009769,0.305439330543939
0.370990237099031,0.319386331938639,0.304044630404469,0.306834030683409,0.285913528591358,0.308228730822879
0.375174337517441,0.312412831241289,0.290097629009769,0.304044630404469,0.294281729428179,0.317991631799169
0.376569037656911,0.305439330543939,0.294281729428179,0.291492329149239,0.291492329149239,0.312412831241289
0.361227336122741,0.306834030683409,0.297071129707119,0.292887029288709,0.290097629009769,0.302649930264999
0.366806136680621,0.306834030683409,0.295676429567649,0.292887029288709,0.291492329149239,0.299860529986059
0.364016736401681,0.302649930264999,0.292887029288709,0.292887029288709,0.280334728033478,0.301255230125529
0.364016736401681,0.299860529986059,0.295676429567649,0.283124128312418,0.276150627615068,0.287308228730829
0.358437935843801,0.301255230125529,0.301255230125529,0.284518828451888,0.273361227336128,0.284518828451888
0.35146443514645,0.291492329149239,0.306834030683409,0.287308228730829,0.273361227336128,0.285913528591358
0.35006973500698,0.294281729428179,0.308228730822879,0.287308228730829,0.277545327754538,0.276150627615068
0.34867503486751,0.283124128312418,0.308228730822879,0.294281729428179,0.276150627615068,0.270571827057188
0.35006973500698,0.281729428172948,0.308228730822879,0.287308228730829,0.278940027894008,0.280334728033478
0.35006973500698,0.288702928870299,0.306834030683409,0.290097629009769,0.271966527196658,0.284518828451888
0.34867503486751,0.287308228730829,0.305439330543939,0.290097629009769,0.274755927475598,0.274755927475598
0.34728033472804,0.292887029288709,0.306834030683409,0.287308228730829,0.273361227336128,0.270571827057188
0.34588563458857,0.294281729428179,0.292887029288709,0.285913528591358,0.274755927475598,0.276150627615068
0.3444909344491,0.291492329149239,0.291492329149239,0.285913528591358,0.271966527196658,0.278940027894008
