Date,HH+SegNets+FCN+LevelSets,Henney_Harvey,HenneyHarvey_With_RF,HH+Segnets (Union),HH+Segnets+LevelSets,FCN,HH+FCN (union),HH+FCN+SegNets(union),Unet,Segnet,Segnet_With_RF,Unet-1000epochs,LevelSets with Henney Harvey,LevelSets with FCN,LevelSets on SegNets
2010-07-15,0.080328767826763,0.372174317,0.417266855503515,0.115645295719953,0.071259659642514,0.189743784,0.123311047493265,0.093047751097372,0.72808959,0.222498936,0.223024573963889,0.199327172,0.308789609,0.117180720948129,0.124359961103084
2010-07-19,0.106743278183952,0.383514682,0.420668029850299,0.128888711845638,0.109044257335314,0.251842087,0.178243361904566,0.114032155160186,0.732263054,0.227623427,0.227222302325116,0.214781969,0.307418993,0.157413069365457,0.148030719018113
2010-07-21,0.138322718684051,0.215563883,0.289624275771279,0.183091547048557,0.156834917050158,0.190395978,0.144271502241641,0.138599774929625,0.748303167,0.30322108,0.302620677504331,0.257041913,0.134637878,0.136719708410101,0.214068277239128
2010-07-27,0.068627036525749,0.145150901,0.152510063129594,0.098905630079914,0.09480426454495,0.133717234,0.082189397214458,0.075314880992158,0.772081202,0.194486953,0.194407056719149,0.142030538,0.102581227,0.079541197391984,0.128431246998035
2010-07-30,0.085396043029189,0.129843583,0.129748813338127,0.101286345534474,0.094081987186349,0.139151213,0.086879311563092,0.089527379124617,0.786036239,0.191809534,0.191870852909529,0.180931808,0.077892414,0.109639466889993,0.137416913629207
2010-07-31,0.100103852164822,0.163755957,0.182578987105738,0.143931951278264,0.117819914342159,0.16275519,0.116881514523841,0.109160926593804,0.79405405,0.251481287,0.252655872610342,0.208054904,0.106205638,0.122750622831019,0.175956548458733
2010-08-07,0.090854790393764,0.366546415,0.369423554808393,0.147925479118687,0.112594490552304,0.124546531,0.11204423275451,0.095917828364486,0.733611794,0.18672871,0.186717096138203,0.148288526,0.223944266,0.096657917057764,0.12509896431427
