splits1,splits5,splits10,splits20,splits50,splits100
0.414110429447838,0.389570552147225,0.400306748466243,0.397239263803667,0.392638036809802,0.407208588957041
0.377300613496919,0.355828220858883,0.361963190184036,0.351993865030662,0.368098159509189,0.374999999999987
0.344325153374221,0.326687116564406,0.333588957055203,0.322085889570541,0.340490797546,0.358128834355816
0.337423312883424,0.30904907975459,0.314417177914099,0.30521472392637,0.319785276073608,0.339723926380356
0.331288343558271,0.299846625766861,0.305981595092014,0.299079754601217,0.30904907975459,0.332822085889559
0.325153374233117,0.301380368098149,0.302914110429437,0.291411042944775,0.292944785276063,0.322852760736185
0.311349693251523,0.298312883435572,0.294478527607352,0.282208588957045,0.289110429447843,0.316717791411032
0.306748466257658,0.289110429447843,0.295245398772996,0.277607361963181,0.288343558282199,0.312116564417167
0.297546012269928,0.282208588957045,0.291411042944775,0.276840490797536,0.289110429447843,0.310582822085879
0.294478527607352,0.280674846625757,0.289110429447843,0.275306748466248,0.281441717791401,0.302147239263793
0.29601226993864,0.276840490797536,0.292944785276063,0.275306748466248,0.274539877300604,0.292177914110419
0.292944785276063,0.276840490797536,0.290644171779131,0.272239263803672,0.276073619631892,0.296779141104284
0.289110429447843,0.27377300613496,0.290644171779131,0.270705521472383,0.274539877300604,0.302914110429437
0.291411042944775,0.275306748466248,0.285276073619622,0.266871165644163,0.282208588957045,0.296779141104284
0.288343558282199,0.276073619631892,0.280674846625757,0.26457055214723,0.279907975460113,0.295245398772996
0.28680981595091,0.276073619631892,0.282208588957045,0.268404907975451,0.280674846625757,0.294478527607352
0.284509202453978,0.276840490797536,0.284509202453978,0.271472392638027,0.27377300613496,0.295245398772996
0.283742331288334,0.277607361963181,0.284509202453978,0.276073619631892,0.272239263803672,0.293711656441708
0.284509202453978,0.273006134969316,0.28297546012269,0.27377300613496,0.270705521472383,0.294478527607352
0.285276073619622,0.27377300613496,0.279907975460113,0.271472392638027,0.266871165644163,0.289110429447843
0.284509202453978,0.276073619631892,0.282208588957045,0.272239263803672,0.266871165644163,0.286042944785266
0.28297546012269,0.276073619631892,0.279141104294469,0.276073619631892,0.268404907975451,0.286042944785266
0.282208588957045,0.274539877300604,0.276840490797536,0.270705521472383,0.268404907975451,0.287576687116554
0.283742331288334,0.273006134969316,0.27377300613496,0.271472392638027,0.270705521472383,0.287576687116554
0.28297546012269,0.27377300613496,0.27377300613496,0.269938650306739,0.269938650306739,0.285276073619622
0.28297546012269,0.271472392638027,0.273006134969316,0.273006134969316,0.271472392638027,0.281441717791401
0.28297546012269,0.272239263803672,0.276840490797536,0.27377300613496,0.271472392638027,0.279141104294469
0.282208588957045,0.273006134969316,0.277607361963181,0.273006134969316,0.269938650306739,0.280674846625757
0.282208588957045,0.269938650306739,0.279907975460113,0.27377300613496,0.267638036809807,0.281441717791401
0.280674846625757,0.272239263803672,0.278374233128825,0.273006134969316,0.266871165644163,0.280674846625757
0.282208588957045,0.273006134969316,0.278374233128825,0.272239263803672,0.26457055214723,0.277607361963181
0.28297546012269,0.270705521472383,0.276840490797536,0.272239263803672,0.266104294478518,0.279141104294469
0.282208588957045,0.271472392638027,0.27377300613496,0.272239263803672,0.270705521472383,0.279907975460113
0.279907975460113,0.271472392638027,0.27377300613496,0.269938650306739,0.270705521472383,0.279141104294469
0.278374233128825,0.269938650306739,0.276073619631892,0.273006134969316,0.268404907975451,0.280674846625757
